F,G,P
1.21673700000e02,3.88272434397e00,-1.79938247681e02
1.30828300000e02,3.88218528940e00,-1.79942245483e02
1.40671800000e02,3.88233436875e00,-1.79941513062e02
1.51255800000e02,3.87939115183e00,-1.79963607788e02
1.62636200000e02,3.88115367448e00,-1.79994812012e02
1.74872800000e02,3.88207264015e00,-1.79961715698e02
1.88030200000e02,3.88072537979e00,-1.79979553223e02
2.02177400000e02,3.88088426447e00,-1.79988159180e02
2.17389100000e02,3.88006478623e00,-1.79991195679e02
2.33745300000e02,3.88073109196e00,-1.79997741699e02
2.51332200000e02,3.88088358530e00,1.79999710083e02
2.70242300000e02,3.87992303928e00,-1.79996627808e02
2.90575100000e02,3.88010375903e00,1.79977539063e02
3.12437800000e02,3.87956416146e00,1.79982818604e02
3.35945400000e02,3.88006589181e00,1.79972900391e02
3.61221700000e02,3.88001936520e00,1.79968322754e02
3.88399800000e02,3.87943992926e00,1.79958587646e02
4.17622800000e02,3.87947906567e00,1.79953414917e02
4.49044400000e02,3.87975696033e00,1.79940551758e02
4.82830200000e02,3.87931218681e00,1.79946121216e02
5.19158100000e02,3.87812403854e00,1.79930419922e02
5.58219200000e02,3.87932857360e00,1.79927093506e02
6.00219200000e02,3.87919803021e00,1.79915939331e02
6.45379300000e02,3.87862706661e00,1.79915664673e02
6.93937300000e02,3.87850004866e00,1.79910415649e02
7.46148600000e02,3.87851740049e00,1.79896926880e02
8.02288400000e02,3.87797054320e00,1.79899520874e02
8.62652000000e02,3.87783112666e00,1.79882171631e02
9.27557400000e02,3.87742950517e00,1.79871093750e02
9.97346200000e02,3.87706897749e00,1.79874649048e02
1.07238590000e03,3.87528095658e00,1.79863693237e02
1.15307150000e03,3.87744448253e00,1.79831741333e02
1.23982790000e03,3.87753516743e00,1.79829513550e02
1.33311170000e03,3.87659568133e00,1.79820922852e02
1.43341420000e03,3.87703265697e00,1.79814880371e02
1.54126340000e03,3.87657200348e00,1.79812149048e02
1.65722700000e03,3.87650049690e00,1.79776672363e02
1.78191570000e03,3.87739082979e00,1.79766555786e02
1.91598590000e03,3.87793697770e00,1.79751480103e02
2.06014340000e03,3.87711673930e00,1.79731842041e02
2.21514730000e03,3.87741273387e00,1.79720443726e02
2.38181350000e03,3.87724067658e00,1.79706634521e02
2.56101960000e03,3.87966798268e00,1.79688705444e02
2.75370910000e03,3.87939527198e00,1.79675964355e02
2.96089630000e03,3.88125468431e00,1.79662872314e02
3.18367230000e03,3.87731069779e00,1.79629257202e02
3.42320970000e03,3.87778751750e00,1.79602249146e02
3.68076980000e03,3.87939716002e00,1.79549972534e02
3.95770850000e03,3.87948269207e00,1.79529129028e02
4.25548390000e03,3.88109479934e00,1.79500839233e02
4.57566380000e03,3.87814317328e00,1.79484390259e02
4.91993370000e03,3.88083983069e00,1.79468795776e02
5.29010630000e03,3.87924179182e00,1.79388595581e02
5.68813050000e03,3.88105977082e00,1.79349807739e02
6.11610180000e03,3.88027801292e00,1.79290588379e02
6.57627330000e03,3.88066000837e00,1.79225662231e02
7.07106780000e03,3.88183442926e00,1.79175460815e02
7.60309040000e03,3.88001491542e00,1.79116760254e02
8.17514190000e03,3.88135442643e00,1.79060363770e02
8.79023430000e03,3.88107753677e00,1.79007171631e02
9.45160580000e03,3.87881336513e00,1.78900222778e02
1.01627385000e04,3.88266785319e00,1.78855957031e02
1.09273764000e04,3.87999372282e00,1.78761489868e02
1.17495451000e04,3.87743573695e00,1.78655639648e02
1.26335732000e04,3.88005147768e00,1.78533706665e02
1.35841151000e04,3.87642176373e00,1.78414138794e02
1.46061751000e04,3.87703356529e00,1.78343612671e02
1.57051342000e04,3.87558207296e00,1.78249053955e02
1.68867783000e04,3.87335656135e00,1.78050094604e02
1.81573285000e04,3.87133722893e00,1.77908309937e02
1.95234742000e04,3.87248648026e00,1.77761825562e02
2.09924077000e04,3.87229595739e00,1.77580703735e02
2.25718628000e04,3.86592027786e00,1.77397918701e02
2.42701551000e04,3.86707839557e00,1.77226181030e02
2.60962258000e04,3.86111398066e00,1.77064941406e02
2.80596889000e04,3.85831109298e00,1.76872756958e02
3.01708817000e04,3.85628019802e00,1.76671340942e02
3.24409192000e04,3.85597143819e00,1.76274139404e02
3.48817529000e04,3.84653051867e00,1.76136535645e02
3.75062334000e04,3.84543953499e00,1.75795745850e02
4.03281780000e04,3.84138659976e00,1.75466857910e02
4.33624440000e04,3.82843094574e00,1.75126602173e02
4.66250061000e04,3.82226719541e00,1.74740585327e02
5.01330413000e04,3.81406211545e00,1.74455200195e02
5.39050188000e04,3.80627786563e00,1.73976577759e02
5.79607974000e04,3.79298269302e00,1.73652130127e02
6.23217301000e04,3.78783258350e00,1.73238052368e02
6.70107767000e04,3.77263753040e00,1.72754364014e02
7.20526240000e04,3.75608680991e00,1.72297561646e02
7.74738166000e04,3.73164958062e00,1.71893173218e02
8.33028963000e04,3.71071328141e00,1.71242019653e02
8.95705522000e04,3.69464040635e00,1.70808944702e02
9.63097823000e04,3.66790084241e00,1.70219421387e02
1.03556067800e05,3.64179312971e00,1.69703704834e02
1.11347559200e05,3.61562990188e00,1.69140167236e02
1.19725277200e05,3.57445147079e00,1.68632492065e02
1.28733329400e05,3.55200728584e00,1.67929046631e02
1.38419141500e05,3.50797764511e00,1.67426849365e02
1.48833707800e05,3.47594724888e00,1.67089538574e02
1.60031859400e05,3.42615100108e00,1.66526473999e02
1.72072552600e05,3.39302504729e00,1.66129470825e02
1.85019179700e05,3.34520741244e00,1.65532897949e02
1.98939902700e05,3.29885502444e00,1.65050567627e02
2.13908011800e05,3.25455405039e00,1.64742996216e02
2.30002311800e05,3.21227255503e00,1.64141006470e02
2.47307536400e05,3.17183157324e00,1.63856964111e02
2.65914794800e05,3.13168647571e00,1.63610809326e02
2.85922051400e05,3.07993325943e00,1.63341400146e02
3.07434640900e05,3.03538178636e00,1.63102569580e02
3.30565823700e05,2.99511615478e00,1.62897430420e02
3.55437381700e05,2.95551194730e00,1.62714736938e02
3.82180259500e05,2.92933854524e00,1.62196594238e02
4.10935254100e05,2.89562497432e00,1.61920272827e02
4.41853755800e05,2.85978746004e00,1.61549697876e02
4.75098545600e05,2.82812802397e00,1.61459304810e02
5.10844651700e05,2.79653029699e00,1.60920394897e02
5.49280271700e05,2.77731485840e00,1.60743179321e02
5.90607762700e05,2.74473617687e00,1.60134170532e02
6.35044707300e05,2.72973524566e00,1.59677078247e02
6.82825058800e05,2.70142237011e00,1.58819290161e02
7.34200373000e05,2.68627944207e00,1.57909698486e02
7.89441132400e05,2.67058777733e00,1.57192337036e02
8.48838170700e05,2.64880825368e00,1.56295227051e02
9.12704203500e05,2.61612621237e00,1.55761428833e02
9.81375475300e05,2.58730865421e00,1.54609191895e02
1.05521352890e06,2.57030502893e00,1.53487548828e02
1.13460710980e06,2.54220381722e00,1.52166091919e02
1.21997421210e06,2.51991135412e00,1.50745819092e02
1.31176427980e06,2.47812514778e00,1.49111022949e02
1.41046057260e06,2.44669641470e00,1.47816741943e02
1.51658271040e06,2.42085204856e00,1.45942504883e02
1.63068940900e06,2.38224969291e00,1.43955169678e02
1.75338142140e06,2.33079225516e00,1.42232543945e02
1.88530470130e06,2.27610602853e00,1.40187026978e02
2.02715380300e06,2.23640468187e00,1.37125396729e02
2.17967553910e06,2.20199903895e00,1.34298553467e02
2.34367291160e06,2.13140486840e00,1.32069824219e02
2.52000933990e06,2.05791060863e00,1.31097976685e02
2.70961320660e06,2.00384152275e00,1.27991401672e02
2.91348274520e06,1.95411904038e00,1.25663818359e02
3.13269129550e06,1.91068760330e00,1.22614051819e02
3.36839295480e06,1.75107127817e00,1.18958450317e02
3.62182865390e06,1.62697420554e00,1.20997253418e02
3.89433269050e06,1.52459127711e00,1.18634719849e02
4.18733975390e06,1.48917407846e00,1.12181228638e02
4.50239247850e06,1.44435617328e00,1.08047256470e02
4.84114956550e06,1.42815981889e00,1.03789939880e02
5.20539451590e06,1.35573770196e00,1.02198310852e02
5.59704501990e06,1.25619670473e00,9.77276763916e01
6.01816305350e06,1.17765834083e00,9.39189071655e01
6.47096573460e06,1.12013339995e00,9.28041000366e01
6.95783699550e06,1.03094454165e00,8.88567504883e01
7.48134013390e06,9.83045228694e-01,8.37534179688e01
8.04423130860e06,8.31642228057e-01,8.46911621094e01
8.64947404980e06,8.45055488098e-01,7.98470993042e01
9.30025486200e06,7.35706881480e-01,7.13214263916e01
1.00000000000e07,7.16884821266e-01,6.37533493042e01
